Iteration, Objective function, Best objective function, Parameters, Time elapsed (s)
1236 1390.263 1066.954 [0.911 0.041 1.404 1.627 0.001 0.073] 229567.705783 
1237 1105.652 1066.954 [2.074 0.101 0.893 1.397 0.248 0.124] 230076.719840 
1238 1193.373 1066.954 [2.164 0.088 2.630 0.028 0.276 0.090] 230639.675487 
1239 1318.298 1066.954 [2.027 0.030 48.477 0.078 0.000 0.081] 231110.322192 
1240 1250.611 1066.954 [2.390 0.095 10.485 0.475 3.000 0.160] 231504.368247 
1241 1156.730 1066.954 [2.249 0.088 0.702 1.209 0.155 0.098] 231880.131827 
1242 1223.248 1066.954 [2.491 0.030 9.065 0.041 0.194 0.054] 232266.682933 
1243 1225.088 1066.954 [2.627 0.049 5.979 0.018 0.203 0.070] 232702.493957 
1244 1391.387 1066.954 [1.510 0.023 5.349 0.036 0.001 0.045] 233242.323760 
1245 2370.308 1066.954 [100.000 0.031 100.000 1.344 0.000 0.077] 233697.482475 
1246 2715.489 1066.954 [100.000 1.290 0.473 0.010 0.015 0.164] 234187.597374 
1247 1769.713 1066.954 [1.080 0.010 2.924 2.781 0.036 0.027] 234640.248279 
1248 1344.272 1066.954 [2.145 0.191 0.406 0.034 0.000 0.092] 235096.785027 
1249 2757.184 1066.954 [8.938 0.275 0.010 10.000 0.027 0.010] 235651.883054 
1250 1382.871 1066.954 [1.990 0.028 100.000 0.010 0.000 0.062] 236120.226831 
1251 1619.602 1066.954 [3.532 0.086 25.826 0.672 3.000 0.149] 236613.373366 
1252 1151.331 1066.954 [2.092 0.029 14.135 0.182 0.194 0.063] 237068.821811 
1253 3273.811 1066.954 [100.000 0.381 0.010 2.123 0.025 0.006] 237552.837959 
1254 5283.321 1066.954 [1.389 0.010 0.010 0.064 0.000 0.001] 238071.664328 
1255 1086.318 1066.954 [1.888 0.056 1.929 1.125 0.178 0.099] 238651.636605 
1256 1609.178 1066.954 [5.948 0.038 19.577 0.010 0.158 0.075] 239178.845011 
1257 2774.438 1066.954 [1.632 1.198 0.010 2.735 0.022 0.014] 239672.307935 
1258 2757.312 1066.954 [10.040 0.019 0.062 0.058 0.000 0.010] 240085.296440 
1259 1585.253 1066.954 [0.048 0.010 0.016 0.929 3.000 0.004] 240616.470775 
1260 2046.209 1066.954 [0.089 0.100 0.010 5.108 0.602 0.005] 241124.958902 
1261 3072.875 1066.954 [100.000 0.010 0.022 10.000 0.028 0.006] 241696.563141 
1262 1146.834 1066.954 [2.124 0.084 5.180 0.369 1.400 0.125] 242224.255733 
1263 3541.392 1066.954 [9.538 0.154 0.167 10.000 0.233 0.440] 242716.143547 
1264 2824.826 1066.954 [100.000 0.142 0.021 10.000 0.045 0.021] 243186.870688 
1265 1802.777 1066.954 [13.619 0.010 7.955 0.057 0.000 0.027] 243666.344199 
1266 1416.665 1066.954 [14.643 0.041 2.095 0.719 0.011 0.068] 244010.834529 
1267 1461.898 1066.954 [1.134 0.023 100.000 0.167 0.001 0.072] 244545.910679 
1268 2705.347 1066.954 [5.838 0.010 0.010 0.010 0.061 0.002] 245001.118597 
1269 1809.795 1066.954 [2.160 6.151 0.087 0.022 0.009 0.131] 245366.735318 
1270 3051.409 1066.954 [0.442 5.030 0.010 10.000 3.000 0.011] 245779.409656 
1271 1243.586 1066.954 [2.974 0.038 10.129 0.635 0.007 0.089] 246307.459195 
1272 1553.028 1066.954 [100.000 0.023 100.000 0.116 0.007 0.073] 246662.981003 
1273 1756.417 1066.954 [2.146 4.152 0.099 0.035 0.040 0.081] 247063.819367 
1274 1170.708 1066.954 [3.011 0.131 4.297 0.262 3.000 0.167] 247780.388321 
1275 1393.281 1066.954 [2.587 0.235 4.549 0.168 3.000 0.197] 248250.986338 
1276 6908.554 1066.954 [100.000 100.000 0.339 0.010 0.009 0.112] 248781.227797 
1277 1205.310 1066.954 [2.171 0.020 39.714 0.188 0.097 0.052] 249298.560748 
1278 2171.064 1066.954 [0.277 6.604 0.025 10.000 1.242 0.029] 249768.883138 
1279 1186.692 1066.954 [1.777 0.032 2.931 1.366 0.065 0.071] 250386.301644 
1280 2199.069 1066.954 [0.081 2.506 0.010 1.192 3.000 0.009] 251011.666295 
1281 1298.433 1066.954 [3.267 0.037 27.032 0.010 0.000 0.081] 251632.352266 
1282 1233.147 1066.954 [3.298 0.048 2.137 1.105 0.005 0.086] 252276.528912 
1283 1351.937 1066.954 [3.017 0.187 1.536 0.051 1.447 0.131] 252766.912847 
1284 2714.422 1066.954 [0.630 100.000 0.039 0.219 0.000 0.047] 253235.909997 
1285 1537.973 1066.954 [3.599 0.010 29.307 1.043 0.008 0.032] 253685.085776 
1286 8330.376 1066.954 [0.031 0.010 100.000 1.290 0.000 0.007] 254185.070543 
1287 13935.858 1066.954 [100.000 100.000 100.000 0.509 0.001 0.000] 254704.406556 
1288 1242.695 1066.954 [2.493 0.063 2.141 0.010 0.217 0.080] 255399.892603 
1289 1985.688 1066.954 [0.751 0.010 3.194 0.010 0.001 0.018] 256047.202705 
1290 1385.094 1066.954 [2.995 0.124 2.946 0.010 0.689 0.109] 256557.859321 
1291 1501.294 1066.954 [2.449 0.303 0.579 0.010 3.000 0.107] 256982.755531 
1292 1475.873 1066.954 [26.070 0.019 14.768 0.938 0.001 0.053] 257492.077100 
1293 1669.698 1066.954 [4.133 0.091 2.409 0.010 3.000 0.081] 258052.921438 
1294 1180.956 1066.954 [1.706 0.039 1.504 1.145 0.117 0.065] 258455.062338 
1295 2104.582 1066.954 [3.452 0.360 2.072 0.010 3.000 0.126] 258886.076075 
1296 1439.605 1066.954 [2.854 0.097 1.077 0.010 1.168 0.092] 259404.428775 
1297 1273.352 1066.954 [3.054 0.022 28.887 0.064 0.118 0.053] 259858.898758 
1298 1782.254 1066.954 [4.901 0.058 3.496 0.010 0.476 0.082] 260381.013781 
1299 1457.685 1066.954 [3.397 0.380 0.738 1.331 0.000 0.283] 260891.417426 
1300 2995.499 1066.954 [1.326 100.000 0.585 2.063 0.000 1.060] 261295.244119 
1301 1214.131 1066.954 [2.183 0.095 2.643 0.024 1.204 0.098] 261785.021760 
1302 1433.773 1066.954 [4.975 0.015 20.158 1.087 0.000 0.049] 262246.337511 
1303 1734.510 1066.954 [1.556 0.781 0.175 0.010 3.000 0.088] 262748.687458 
1304 3046.803 1066.954 [19.735 0.050 0.010 0.010 0.033 0.003] 263172.311904 
1305 2441.303 1066.954 [2.066 0.010 0.868 0.010 3.000 0.012] 263538.066159 
1306 1291.047 1066.954 [1.857 0.067 2.574 0.010 0.773 0.065] 264079.450151 
1307 1311.166 1066.954 [1.739 0.044 17.460 0.066 0.004 0.089] 264591.300645 
1308 1410.891 1066.954 [4.622 0.017 48.185 0.010 0.004 0.054] 265177.714944 
1309 1205.972 1066.954 [2.360 0.204 0.954 1.165 0.013 0.196] 265674.365992 
1310 1238.582 1066.954 [1.595 0.109 1.865 0.010 0.240 0.094] 266152.170729 
1311 1448.051 1066.954 [2.252 0.036 100.000 0.010 0.000 0.071] 266663.846228 
1312 1317.923 1066.954 [1.917 0.024 4.640 0.010 0.185 0.038] 267168.984701 
1313 1262.841 1066.954 [1.460 0.029 5.109 1.083 0.000 0.073] 267553.541440 
1314 1357.584 1066.954 [3.025 0.033 100.000 0.034 0.000 0.083] 268104.511065 
1315 1253.956 1066.954 [1.906 0.062 7.335 0.427 0.046 0.121] 268587.330791 
1316 1177.920 1066.954 [1.828 0.056 3.892 0.010 0.155 0.072] 269139.139561 
1317 1340.746 1066.954 [2.092 0.016 15.482 0.111 0.173 0.034] 269717.076273 
1318 2033.849 1066.954 [1.600 8.826 0.038 2.443 0.005 0.067] 270293.533965 
1319 1150.731 1066.954 [1.769 0.175 0.842 0.611 0.514 0.126] 270863.256161 
1320 2165.409 1066.954 [2.077 13.140 0.056 2.342 0.000 0.067] 271369.789251 
1321 1301.986 1066.954 [3.222 0.017 100.000 0.074 0.040 0.052] 271808.546456 
1322 2162.889 1066.954 [100.000 0.733 0.113 0.155 0.025 0.062] 272344.311763 
1323 1187.921 1066.954 [1.998 0.054 7.670 0.052 0.659 0.076] 272847.742600 
1324 1161.563 1066.954 [2.980 0.215 2.619 0.444 3.000 0.273] 273370.420363 
1325 1394.215 1066.954 [3.646 0.035 100.000 0.035 0.031 0.092] 273895.656978 
1326 1135.478 1066.954 [2.846 0.100 4.309 0.519 3.000 0.187] 274417.988851 
1327 1469.779 1066.954 [2.568 0.033 10.733 0.010 0.644 0.046] 274941.242393 
1328 1157.855 1066.954 [1.971 0.063 4.997 0.020 0.489 0.087] 275553.317934 
1329 2170.821 1066.954 [1.866 0.010 4.512 2.410 3.000 0.049] 275953.179864 
1330 1657.185 1066.954 [2.136 100.000 0.101 0.061 0.002 0.167] 276361.022349 
1331 1146.996 1066.954 [1.709 0.055 2.356 0.208 0.379 0.070] 277290.345336 
1332 1227.853 1066.954 [1.658 0.034 3.734 0.081 0.226 0.049] 277739.831474 
1333 1549.064 1066.954 [100.000 0.020 3.796 0.586 0.016 0.039] 278608.735463 
1334 1635.509 1066.954 [2.001 24.940 0.132 0.070 0.004 0.174] 279114.240787 
1335 1311.808 1066.954 [3.383 0.708 1.289 0.448 3.000 0.532] 279701.731042 
1336 1295.463 1066.954 [2.266 0.027 100.000 0.164 0.026 0.081] 280274.864071 
1337 1832.914 1066.954 [100.000 0.010 100.000 0.010 0.001 0.024] 280823.797680 
1338 1245.053 1066.954 [2.004 0.052 15.425 0.026 0.277 0.078] 281385.401149 
1339 1256.257 1066.954 [2.804 0.026 45.258 0.812 1.279 0.088] 281853.637654 
1340 1223.253 1066.954 [2.806 0.087 5.170 0.071 3.000 0.127] 282351.745693 
1341 1866.221 1066.954 [1.945 0.010 1.252 0.010 0.323 0.015] 282768.304201 
1342 1765.586 1066.954 [3.138 4.702 0.265 0.053 0.221 0.205] 283210.999477 
1343 2474.523 1066.954 [2.411 19.999 0.213 0.010 0.056 0.124] 283695.418051 
1344 1862.124 1066.954 [0.072 0.010 0.010 0.188 3.000 0.003] 284215.119336 
1345 1254.819 1066.954 [2.570 0.081 7.497 0.026 1.368 0.104] 284865.149236 
1346 2469.416 1066.954 [20.759 0.323 0.026 1.057 0.028 0.021] 285450.936568 
1347 1595.120 1066.954 [4.583 0.019 100.000 0.010 0.162 0.042] 285923.413577 
1348 1284.871 1066.954 [1.557 0.029 14.024 0.113 0.001 0.060] 286437.231548 
1349 1413.108 1066.954 [2.973 0.036 100.000 0.034 0.001 0.097] 287119.146609 
1350 3010.664 1066.954 [8.731 8.293 0.010 1.997 0.000 0.024] 287724.298365 
1351 2808.285 1066.954 [15.371 0.046 0.010 1.841 0.028 0.004] 288205.358691 
1352 2616.763 1066.954 [100.000 1.468 0.076 0.010 0.005 0.044] 288835.437631 
1353 1105.962 1066.954 [1.940 0.036 14.412 0.457 0.420 0.086] 289355.675042 
1354 1246.814 1066.954 [2.439 0.022 24.829 0.015 0.116 0.048] 290035.482559 
1355 1145.151 1066.954 [1.850 0.053 10.224 0.177 0.543 0.095] 290549.579287 
1356 1285.441 1066.954 [3.727 0.051 3.125 0.010 0.000 0.081] 291053.439380 
1357 1310.724 1066.954 [2.453 0.047 31.018 0.010 0.074 0.084] 291602.664283 
1358 1436.460 1066.954 [2.690 0.049 5.007 0.035 3.000 0.067] 292157.068003 
1359 1183.892 1066.954 [2.202 0.039 11.217 0.010 0.126 0.070] 292643.130845 
1360 1292.404 1066.954 [4.085 0.111 1.199 0.010 0.010 0.101] 293184.101807 
1361 2069.659 1066.954 [3.674 0.076 100.000 0.010 0.231 0.103] 293830.024628 
1362 1386.958 1066.954 [3.013 0.056 97.318 0.280 0.935 0.131] 294352.166867 
1363 1221.470 1066.954 [3.126 0.127 5.795 0.329 3.000 0.255] 294829.662439 
1364 1238.444 1066.954 [2.559 0.020 100.000 0.321 0.335 0.071] 295415.746362 
1365 1753.945 1066.954 [0.786 0.155 0.159 0.861 3.000 0.042] 295867.758853 
1366 1176.270 1066.954 [2.134 0.036 40.634 0.238 0.302 0.092] 296307.521030 
1367 1228.997 1066.954 [2.309 0.030 100.000 0.094 0.138 0.074] 296899.196199 
1368 1176.134 1066.954 [2.287 0.071 7.709 0.117 1.548 0.116] 297389.808403 
1369 1205.427 1066.954 [2.598 0.045 37.082 0.439 1.881 0.140] 297849.669965 
1370 1507.033 1066.954 [2.494 0.010 100.000 0.044 0.120 0.025] 298322.058254 
1371 1138.118 1066.954 [2.178 0.032 43.560 0.301 0.757 0.080] 298816.014720 
1372 1518.937 1066.954 [100.000 0.012 100.000 0.518 0.001 0.045] 299248.298855 
1373 1750.008 1066.954 [2.133 0.010 17.645 0.010 0.157 0.018] 299799.678196 
1374 1576.725 1066.954 [1.502 0.010 27.500 2.205 0.000 0.040] 300343.384343 
1375 1320.826 1066.954 [2.428 0.026 77.300 0.032 0.097 0.054] 300972.610593 
1376 1195.478 1066.954 [1.397 0.051 1.330 1.419 0.039 0.083] 301657.246399 
1377 1311.206 1066.954 [1.619 0.038 25.556 0.010 0.009 0.075] 302337.436372 
1378 1505.419 1066.954 [2.857 0.969 0.226 0.081 0.000 0.146] 302951.645666 
1379 1153.130 1066.954 [1.997 0.026 40.584 0.128 0.346 0.060] 303476.886865 
1380 1276.840 1066.954 [1.655 0.026 45.139 0.041 0.020 0.064] 304089.360330 
1381 1445.751 1066.954 [32.271 0.017 100.000 0.036 0.001 0.051] 304699.223769 
1382 1187.734 1066.954 [2.956 0.351 1.030 0.616 3.000 0.287] 305360.899508 
1383 1209.488 1066.954 [1.745 0.045 1.622 0.280 0.191 0.056] 306014.162127 
1384 1146.223 1066.954 [2.116 0.041 25.105 0.151 0.574 0.088] 306660.903509 
1385 1121.760 1066.954 [1.883 0.029 21.813 0.254 0.440 0.067] 307210.534146 
1386 1422.515 1066.954 [15.829 0.018 100.000 0.010 0.001 0.054] 307844.509826 
1387 1356.851 1066.954 [6.867 0.060 3.646 0.031 0.001 0.094] 308417.996830 
1388 1244.717 1066.954 [2.197 0.032 14.438 0.010 0.035 0.070] 309092.460606 
1389 2745.667 1066.954 [100.000 0.168 0.010 0.093 0.019 0.008] 309735.548406 
1390 1233.088 1066.954 [2.033 0.077 7.013 0.010 0.336 0.097] 310316.108805 
1391 1234.375 1066.954 [2.858 0.027 100.000 0.459 1.505 0.086] 310740.193059 
1392 2101.132 1066.954 [100.000 0.099 0.139 0.063 0.049 0.034] 311289.096579 
1393 1306.655 1066.954 [3.373 0.019 100.000 0.010 0.038 0.058] 312027.467375 
1394 1326.398 1066.954 [2.011 0.105 2.106 0.010 3.000 0.099] 312625.865876 
1395 1215.696 1066.954 [2.346 0.017 100.000 0.171 0.153 0.048] 313408.248414 
1396 1701.990 1066.954 [0.755 0.010 30.124 0.010 0.002 0.027] 313963.275245 
1397 1311.234 1066.954 [2.042 0.071 27.861 0.075 0.889 0.121] 314728.434829 
1398 2048.533 1066.954 [2.416 0.183 0.084 0.010 0.000 0.035] 315241.811639 
1399 1068.994 1066.954 [1.962 0.081 1.680 0.901 0.414 0.117] 315876.775251 
1400 1291.374 1066.954 [2.993 0.021 42.534 0.017 0.039 0.059] 316882.823289 
1401 1214.978 1066.954 [2.158 0.036 6.737 0.010 0.309 0.070] 317632.325117 
1402 1315.262 1066.954 [4.422 0.025 31.261 0.010 0.000 0.061] 318517.943794 
1403 3152.081 1066.954 [0.774 0.010 0.010 0.010 3.000 0.003] 319218.219184 
1404 1077.826 1066.954 [1.936 0.053 3.857 0.681 0.364 0.099] 320065.583130 
1405 2075.179 1066.954 [2.074 0.092 100.000 0.079 0.099 0.182] 320818.693773 
1406 1412.330 1066.954 [1.411 0.014 100.000 0.090 0.017 0.038] 321407.396374 
1407 1158.484 1066.954 [1.816 0.035 24.629 0.083 0.232 0.073] 321985.984559 
1408 1355.619 1066.954 [2.547 1.737 0.327 1.343 0.000 0.272] 322528.222317 
1409 1156.901 1066.954 [2.100 0.030 19.554 0.051 0.469 0.066] 323068.809496 
1410 1527.920 1066.954 [1.002 0.043 1.046 0.043 0.000 0.044] 323673.382036 
1411 1679.987 1066.954 [0.999 0.049 0.302 1.945 0.001 0.049] 324083.882418 
1412 1192.540 1066.954 [1.668 0.107 0.978 1.642 0.008 0.145] 324540.348733 
1413 1219.292 1066.954 [2.903 0.228 1.439 0.794 1.285 0.269] 325168.072968 
1414 1076.767 1066.954 [1.910 0.099 1.217 1.033 0.485 0.125] 326098.911895 
1415 1497.321 1066.954 [30.977 0.024 100.000 0.215 0.000 0.071] 326856.784288 
1416 1374.447 1066.954 [1.862 0.038 42.270 0.271 0.010 0.103] 327415.569781 
1417 1472.702 1066.954 [100.000 0.020 100.000 0.105 0.001 0.055] 327966.871785 
1418 1389.712 1066.954 [1.612 0.018 41.170 0.010 0.000 0.053] 328569.838912 
1419 1111.702 1066.954 [2.084 0.170 0.926 1.075 0.545 0.170] 329188.480642 
1420 1218.282 1066.954 [2.810 0.177 1.952 0.293 3.000 0.207] 329763.439246 
1421 2020.661 1066.954 [1.969 35.543 0.082 0.042 0.006 0.087] 330346.439059 
1422 4363.181 1066.954 [100.000 3.449 0.059 10.000 0.142 3.000] 331093.462423 
1423 1676.591 1066.954 [1.089 0.282 0.286 0.010 3.000 0.069] 331745.234642 
1424 1461.426 1066.954 [100.000 0.019 41.440 0.388 0.000 0.054] 332432.323208 
1425 1149.266 1066.954 [2.028 0.025 19.447 0.514 0.687 0.070] 333010.955867 
1426 2709.794 1066.954 [7.262 0.010 100.000 0.010 3.000 0.029] 333571.329444 
1427 1887.996 1066.954 [3.279 14.554 0.344 0.749 1.048 0.738] 334355.118377 
1428 1907.361 1066.954 [20.140 0.287 0.225 0.040 0.034 0.084] 334816.815638 
1429 3930.235 1066.954 [100.000 0.389 0.024 0.157 0.000 0.040] 335337.881306 
1430 1263.925 1066.954 [2.055 0.110 3.904 0.049 0.893 0.135] 335854.788775 
1431 1631.397 1066.954 [2.661 0.010 23.159 0.029 0.559 0.028] 336574.773170 
1432 1436.092 1066.954 [42.049 0.020 35.655 0.060 0.000 0.052] 337167.796521 
1433 1446.938 1066.954 [45.741 0.025 32.207 0.010 0.001 0.057] 337765.008105 
1434 1232.432 1066.954 [2.652 0.051 19.675 0.040 3.000 0.099] 338376.438413 
1435 1528.475 1066.954 [1.790 11.078 0.202 2.998 0.000 0.456] 338962.284974 
1436 1332.436 1066.954 [1.518 0.055 0.851 0.010 0.141 0.056] 339601.034796 
1437 1182.366 1066.954 [2.224 0.027 52.176 0.044 0.307 0.071] 340211.272296 
1438 1705.026 1066.954 [4.316 0.056 100.000 0.010 3.000 0.094] 340757.589448 
1439 1230.210 1066.954 [2.790 0.053 100.000 0.103 3.000 0.122] 341537.911038 
1440 2230.832 1066.954 [1.604 0.010 0.555 10.000 0.183 0.029] 342222.138119 
1441 1088.433 1066.954 [2.034 0.063 2.442 0.813 0.741 0.110] 342891.157702 
1442 1281.007 1066.954 [1.905 1.381 0.346 1.134 0.091 0.269] 343611.017923 
1443 1761.487 1066.954 [2.751 0.043 100.000 0.037 3.000 0.068] 344210.263088 
1444 1199.345 1066.954 [1.733 0.074 1.380 0.031 0.459 0.075] 344850.672156 
1445 1435.257 1066.954 [14.996 0.020 25.447 0.544 0.016 0.058] 345463.036657 
1446 1926.340 1066.954 [0.457 0.779 0.032 0.032 3.000 0.031] 346020.948780 
1447 1229.911 1066.954 [2.193 0.035 22.008 0.029 0.119 0.080] 346643.495356 
1448 1220.475 1066.954 [3.080 0.048 100.000 0.273 3.000 0.160] 347288.391160 
1449 23849.620 1066.954 [0.010 53.370 100.000 10.000 0.016 0.000] 348014.409790 
1450 13944.842 1066.954 [0.621 20.208 100.000 10.000 0.000 0.000] 348690.770488 
1451 1241.554 1066.954 [3.338 0.075 55.788 0.052 3.000 0.168] 349433.046193 
1452 12483.186 1066.954 [0.010 1.026 100.000 10.000 3.000 0.000] 350074.031879 
1453 1450.898 1066.954 [46.303 0.019 63.342 0.177 0.001 0.057] 350623.279408 
1454 1298.827 1066.954 [1.697 0.021 10.002 1.089 0.011 0.054] 351035.559217 
1455 1185.741 1066.954 [2.055 0.390 0.483 1.251 0.495 0.204] 351580.501643 
1456 1456.368 1066.954 [28.975 0.022 27.770 0.579 0.000 0.062] 352220.293426 
1457 2569.181 1066.954 [0.563 0.010 0.735 10.000 0.008 0.022] 352864.710906 
1458 3340.871 1066.954 [100.000 0.060 0.010 10.000 0.011 0.004] 353411.353783 
1459 1527.496 1066.954 [1.449 0.918 0.294 0.094 0.000 0.138] 354038.132044 
1460 2038.286 1066.954 [0.627 0.010 18.657 1.294 0.010 0.021] 354805.858702 
1461 1323.432 1066.954 [1.507 0.027 27.249 0.010 0.001 0.066] 355526.185895 
1462 1473.261 1066.954 [2.152 0.033 0.648 2.795 0.039 0.054] 356161.634053 
1463 1707.854 1066.954 [13.536 0.010 6.839 1.016 0.014 0.025] 356895.456476 
1464 1610.304 1066.954 [100.000 0.010 26.833 1.175 0.022 0.030] 357553.744459 
1465 1405.736 1066.954 [5.374 0.027 100.000 0.115 0.000 0.082] 358182.368978 
1466 1274.524 1066.954 [3.153 0.055 12.947 0.010 3.000 0.101] 358971.192073 
1467 1239.753 1066.954 [2.553 0.040 68.445 0.137 1.441 0.117] 359776.301477 
1468 1259.515 1066.954 [4.230 0.253 1.736 0.588 3.000 0.316] 360600.161309 
1469 2142.379 1066.954 [1.863 100.000 0.122 0.292 0.002 0.303] 361157.953855 
1470 1272.922 1066.954 [2.381 0.024 55.884 0.085 0.012 0.066] 361813.184218 
1471 3073.139 1066.954 [100.000 0.139 0.010 0.534 0.004 0.006] 362645.442116 
1472 1095.183 1066.954 [1.966 0.042 6.079 0.635 0.245 0.090] 363374.144918 
1473 12963.836 1066.954 [0.062 100.000 100.000 0.010 0.159 0.002] 364049.366283 
1474 1347.528 1066.954 [2.662 0.244 1.470 0.377 0.059 0.205] 364890.535393 
1475 1285.741 1066.954 [2.324 0.028 26.668 0.036 0.000 0.069] 365586.743820 
1476 1380.421 1066.954 [7.723 0.021 17.912 0.589 0.004 0.054] 366167.595643 
1477 1341.772 1066.954 [3.316 0.537 1.110 1.002 3.000 0.472] 366709.027163 
1478 1448.855 1066.954 [3.008 0.103 100.000 0.111 3.000 0.188] 367342.960549 
1479 1516.969 1066.954 [18.001 0.014 100.000 0.514 0.000 0.056] 367934.915117 
1480 1228.607 1066.954 [1.697 0.089 2.124 0.222 0.002 0.105] 368425.073755 
1481 6854.485 1066.954 [0.075 100.000 0.153 0.010 3.000 0.007] 369074.132090 
1482 1196.543 1066.954 [2.900 0.041 4.323 0.874 0.034 0.083] 369750.964290 
1483 1646.770 1066.954 [5.226 0.041 100.000 0.010 0.024 0.117] 370395.966812 
1484 1824.257 1066.954 [100.000 0.010 100.000 0.010 0.000 0.024] 371014.139245 
1485 1490.220 1066.954 [4.218 0.045 100.000 0.038 3.000 0.151] 371762.157816 
1486 12905.537 1066.954 [10.767 100.000 100.000 0.010 0.000 0.038] 372322.258603 
1487 2576.794 1066.954 [12.758 0.043 0.021 0.139 0.035 0.008] 373083.586088 
1488 1512.246 1066.954 [13.021 0.033 1.517 0.121 0.000 0.052] 373707.747783 
